,table
olfr837,o
olfr839-ps1,o
olfr77,o
olfr870,o
olfr873,o
olfm2,o
opcml,o
olfr874,o
olfr889,o
olfr918,o
olfr920,o
olfr921,o
olfr922,o
olfr933,o
olfr959,o
olfr960,o
olfr967,o
olfr975,o
olfr981,o
olfr985,o
olfr986,o
oaf,o
odf3l1,o
oaz2,o
onecut1,o
ooep,o
osbpl10,o
oxsr1,o
osbp2,o
osm,o
ogdh,o
otx1,o
olfr56,o
olfr1396,o
olfr1395,o
olfr1394,o
olfr1393,o
olfr1392,o
olfr1391,o
olfr1389,o
olfr1388,o
olfr1385,o
olfr1378,o
olfr1377,o
olfr1373,o
olfr30,o
olfr329-ps,o
olfr328,o
olfr224,o
olfr314,o
olfr311,o
obscn,o
olfr222,o
odf4,o
olfr393,o
olfr411,o
ovca2,o
omg,o
olfr464,o
osbpl7,o
ormdl3,o
oxld1,o
ogfod3,o
olfr1370,o
olfr1369-ps1,o
olfr1535,o
olfr11,o
ofcc1,o
omd,o
ogn,o
otp,o
ocln,o
osr1,o
odc1,o
oog1,o
otub2,o
oxct1,o
osmr,o
otulin,o
osr2,o
odf1,o
oxr1,o
oplah,o
odf3b,o
olfr286,o
or5bs1p,o
olfr279,o
olfr15,o
olfr164,o
olfr165,o
olfr166,o
olfr167,o
olfr170,o
ostn,o
opa1,o
osbpl11,o
olfr172,o
olfr173,o
olfr175-ps1,o
olfr178,o
olfr183,o
olfr204,o
olig2,o
olig1,o
olfr1564,o
olfr63,o
olfr90,o
olfr91,o
olfr92,o
olfr93,o
olfr94,o
olfr95,o
olfr96,o
olfr98,o
olfr99,o
olfr101,o
olfr102,o
olfr103,o
olfr104-ps,o
olfr105-ps,o
olfr106-ps,o
olfr107,o
olfr108,o
olfr109,o
olfr110,o
olfr111,o
olfr112,o
olfr114,o
olfr116,o
oard1,o
osbpl1a,o
onecut2,o
oacyl,o
ovol1,o
otub1,o
oosp2,o
oosp1,o
oosp3,o
olfr1417,o
olfr1419,o
olfr1420,o
osbp,o
olfr1423,o
olfr1425,o
olfr1426,o
olfr1438-ps1,o
olfr1440,o
olfr1444,o
olfr1445,o
olfr1448,o
olfr1449,o
olfr1459,o
olfr1489,o
olfr1491,o
ostf1,o
opalin,o
npbwr1,n
ncoa2,n
neurl3,n
npas2,n
nck2,n
nabp1,n
nab1,n
nemp2,n
nif3l1,n
ndufb3,n
nop58,n
nbeal1,n
nrp2,n
ndufs1,n
nhej1,n
nyap2,n
ncl,n
nmur1,n
nppc,n
ngef,n
neu2,n
ndufa10,n
neu4,n
nifk,n
nckap5,n
nucks1,n
nuak2,n
nfasc,n
nav1,n
nr5a2,n
nek7,n
ncf2,n
nmnat2,n
npl,n
nphs2,n
nme7,n
nuf2,n
nos1ap,n
nr1i3,n
ndufs2,n
nit1,n
nectin4,n
nhlh1,n
ncstn,n
nvl,n
nsl1,n
nenf,n
nek2,n
nmt2,n
nudt5,n
nsun6,n
nebl,n
nxph2,n
nsmf,n
noxa1,n
nrarp,n
nelfb,n
ndor1,n
npdc1,n
nacc2,n
notch1,n
ntng2,n
nup188,n
ntmt1,n
ncs1,n
nup214,n
naif1,n
nron,n
ndufa8,n
nek6,n
nr5a1,n
nr5a1os,n
nr6a1,n
nr6a1os,n
nmi,n
neb,n
nr4a2,n
nostrin,n
nfe2l2,n
neurod1,n
nckap1,n
nup35,n
nup160,n
ndufs3,n
nr1h3,n
nat10,n
nutm1,n
nop10,n
nusap1,n
ndufaf1,n
ncaph,n
nphp1,n
nop56,n
ndufaf5,n
naa20,n
nkx2-4,n
nxt1,n
napb,n
ninl,n
nanp,n
nsfl1c,n
nol4l,n
necab3,n
ncoa6,n
nfs1,n
ndrg3,n
nnat,n
neurl2,n
ncoa5,n
ncoa3,n
nfatc2,n
npepl1,n
nespas,n
nelfcd,n
nkain4,n
nudt11,n
nudt10,n
nyx,n
ndp,n
ndufb11,n
nkrf,n
nkap,n
ndufa1,n
nsdhl,n
naa10,n
nr0b1,n
nlgn3,n
nono,n
nhsl2,n
nap1l2,n
nexmif,n
nap1l3,n
nox1,n
nxf2,n
nxf7,n
nrk,n
nup62cl,n
nxt2,n
nbdy,n
nhs,n
naaladl2,n
nlgn1,n
nceh1,n
ndufb5,n
nudt6,n
noct,n
ndufc1,n
naa15,n
nhlrc3,n
nbea,n
nmd3,n
ntrk1,n
nes,n
naxe,n
nup210l,n
npr1,n
nudt17,n
notch2,n
ngf,n
nr1h5,n
nras,n
ntng1,n
ndst3,n
ndst4,n
neurog2,n
npnt,n
nfkb1,n
nexn,n
negr1,n
nsmaf,n
ndufaf6,n
necab1,n
nbn,n
nkain3,n
ndufaf4,n
ndufb6,n
nfx1,n
nol6,n
nudt2,n
npr2,n
ncbp1,n
nans,n
nr4a3,n
nipsnap3a,n
nipsnap3b,n
nfib,n
nfia,n
ndc1,n
nrd1,n
nsun4,n
nasp,n
nfyc,n
nt5c1a,n
ndufs5,n
ncdn,n
nkain1,n
nudc,n
nr0b2,n
ncmap,n
nipal3,n
nbl1,n
necap2,n
nppb,n
nppa,n
nmnat1,n
nol9,n
nphp4,n
nadk,n
noc2l,n
napepld,n
nupl2,n
nos3,n
nub1,n
nom1,n
nrbp1,n
nsd2,n
nelfa,n
nat8l,n
nop14,n
nsg1,n
nkx3-2,n
ncapg,n
nwd2,n
n4bp2,n
nsun7,n
nfxl1,n
nipal1,n
nmu,n
noa1,n
naaa,n
nup54,n
nkx6-1,n
nudt9,n
noc4l,n
nos1,n
naa25,n
ncor2,n
nipsnap2,n
nupr1l,n
ncf1,n
nsun5,n
nyap1,n
nxpe5,n
nudt1,n
nptx2,n
n4bp2l1,n
n4bp2l2,n
nxph1,n
ndufa4,n
ndufa5,n
nrf1,n
nup205,n
ndufb2,n
nobox,n
npy,n
npvf,n
nfe2l3,n
nod1,n
nt5c3,n
nap1l5,n
ndnf,n
nagk,n
nat8f7,n
nat8f3,n
nat8f6,n
nat8f5,n
nat8,n
nat8f2,n
nat8f4,n
nat8f1,n
nfu1,n
nup210,n
nr2c2,n
ninj2,n
necap1,n
nop2,n
ncapd2,n
ntf3,n
ndufa9,n
nrip2,n
nlrp12,n
ndufa3,n
ncr1,n
nat14,n
nop53,n
napa,n
npas1,n
nova2,n
nanos2,n
nkpd1,n
nectin2,n
nlrp9b,n
nlrp5,n
numbl,n
nccrp1,n
nfkbib,n
nfkbid,n
nphs1,n
nphs1os,n
nudt19,n
nkg7,n
nr1h2,n
napsa,n
nup62,n
nosip,n
ntf5,n
nucb1,n
ntn5,n
nomo1,n
nav2,n
nell1,n
nipa2,n
nipa1,n
ndn,n
nsmce3,n
nr2f2,n
ntrk3,n
ngrn,n
nmb,n
nox4,n
nars2,n
ndufc2,n
neu3,n
numa1,n
nup98,n
nlrp10,n
nrip3,n
nucb2,n
ndufab1,n
nsmce1,n
nfatc2ip,n
nupr1,n
nsmce4a,n
nkx1-2,n
nkx6-2,n
nlrp6,n
nap1l4,n
nadsyn1,n
nup43,n
nmbr,n
nhsl1,n
ncoa7,n
nkain2,n
nt5dc1,n
nr2e1,n
nepn,n
nus1,n
nodal,n
npffr1,n
nrbf2,n
ndufs7,n
nmrk2,n
nfic,n
ncln,n
nfyb,n
nuak1,n
nt5dc3,n
nup37,n
nr1h4,n
nedd1,n
ntn4,n
nr2c1,n
ndufa12,n
nudt4,n
nts,n
nav3,n
nap1l1,n
nup107,n
ndufa4l2,n
nxph4,n
nab2,n
nemp1,n
naca,n
nabp2,n
neurod4,n
naxd,n
nek5,n
nek3,n
nkx6-3,n
nsd3,n
nrg1,n
neil3,n
nek1,n
npy5r,n
npy1r,n
naf1,n
nat1,n
nat2,n
ndufa13,n
ncan,n
nr2c2ap,n
nr2f6,n
nxnl1,n
nwd1,n
nr3c2,n
ndufb7,n
nanos3,n
nacc1,n
nfix,n
neto2,n
n4bp1,n
nkd1,n
nod2,n
nudt21,n
nup93,n
nlrc5,n
ndrg4,n
nae1,n
nol3,n
nutf2,n
nrn1l,n
nfatc3,n
nip7,n
nfat5,n
nqo1,n
nob1,n
nudt7,n
necab2,n
nup133,n
ntpcr,n
nrp1,n
nek10,n
ngly1,n
nr1d2,n
nkiras1,n
nid2,n
nudt13,n
ndst2,n
nek4,n
nt5dc2,n
nisch,n
ncoa4,n
npy4r,n
naa30,n
ndrg2,n
ngdn,n
nrl,n
nedd8,n
nop9,n
nfatc4,n
nynrin,n
nupl1,n
neil2,n
nuggc,n
nefm,n
nefl,n
nkx2-6,n
nkx3-1,n
nudt18,n
npm2,n
nudt15,n
nufip1,n
naa16,n
ndfip2,n
nalcn,n
naalad2,n
npsr1,n
ncapd3,n
ntm,n
nfrkb,n
nrgn,n
nectin1,n
nlrx1,n
nxpe4,n
nxpe2,n
nnmt,n
ncam1,n
npat,n
nrg4,n
neil1,n
nptn,n
neo1,n
nr2e3,n
nedd4,n
nt5e,n
nmnat3,n
nme9,n
nck1,n
nphp3,n
nudt16,n
nek11,n
nprl2,n
nat6,n
nicn1,n
ndufaf3,n
nckipsd,n
nme6,n
ngp,n
nradd,n
nbeal2,n
nktr,n
nf2,n
nipsnap1,n
nefh,n
nudcd3,n
npc1l1,n
nacad,n
nsg2,n
nprl3,n
npm1,n
nudcd2,n
nipal4,n
nhp2,n
n4bp3,n
nlrp3,n
nt5m,n
natd1,n
ncor1,n
ntn1,n
ndel1,n
naa38,n
nlgn2,n
neurl4,n
nup88,n
nlrp1a,n
nlrp1b,n
ncbp3,n
nxn,n
nsrp1,n
nufip2,n
nek8,n
nlk,n
nos2,n
nf1,n
nle1,n
nog,n
nme2,n
nme1,n
nxph3,n
ngfr,n
nfe2l1,n
npepps,n
neurod2,n
nr1d1,n
nt5c3b,n
nkiras2,n
naglu,n
nbr1,n
nags,n
nmt1,n
nsf,n
nol11,n
nat9,n
nt5c,n
nup85,n
nptx1,n
ndufaf8,n
nploc4,n
npb,n
notum,n
notumos,n
narf,n
net1,n
nid1,n
nme8,n
nkapl,n
nqo2,n
nrn1,n
nedd9,n
nol7,n
nup153,n
nhlrc1,n
ninj1,n
nol8,n
nutm2,n
nxnl2,n
nfil3,n
nop16,n
nsd1,n
ntrk2,n
naa35,n
nsun2,n
ndufs6,n
nkd2,n
nr2f1,n
nsa2,n
naip2,n
naip5,n
naip6,n
naip1,n
nln,n
ndufaf2,n
ndufs4,n
nnt,n
nim1k,n
ncoa1,n
nbas,n
ntsr2,n
nol10,n
nampt,n
nrcam,n
nova1,n
nubpl,n
npas3,n
nfkbia,n
nkx2-1,n
nemf,n
nin,n
numb,n
npc2,n
nek9,n
ngb,n
noxred1,n
nrxn3,n
nrde2,n
nudt14,n
ncapg2,n
nup155,n
nipbl,n
nadk2,n
npr3,n
nipal2,n
ncald,n
nudcd1,n
nov,n
ndufb9,n
nsmce2,n
ndrg1,n
naprt,n
nrbp2,n
ncf4,n
nol12,n
nptxr,n
naga,n
ndufa6,n
nfam1,n
nup50,n
ncaph2,n
nell2,n
nckap5l,n
nckap5los,n
nr4a1,n
npff,n
nfe2,n
nckap1l,n
naa60,n
nlrc3,n
nmral1,n
nudt16l1,n
nagpa,n
nubp1,n
ntan1,n
nde1,n
ncbp2,n
nrros,n
ndufb4,n
naa50,n
nepro,n
nectin3,n
nfkbiz,n
nxpe3,n
nit2,n
nsun3,n
nrip1,n
ncam2,n
n6amt1,n
nthl1,n
npw,n
noxo1,n
ndufb10,n
nubp2,n
nme3,n
narfl,n
nhlrc4,n
nme4,n
neurl1b,n
nudt3,n
ndufv3,n
notch3,n
ndufa7,n
notch4,n
nelfe,n
neu1,n
nfkbil1,n
nrm,n
nfkbie,n
nfya,n
ndufa11,n
nrtn,n
nudt12os,n
nudt12,n
ndufv2,n
ndc80,n
nlrc4,n
ndufaf7,n
nrxn1,n
npc1,n
nol4,n
nrep,n
nme5,n
nrg2,n
ndufa2,n
ndfip1,n
nr3c1,n
npy6r,n
ndst1,n
napg,n
nars,n
nedd4l,n
nfatc1,n
neto1,n
ndufs8,n
nudt8,n
nudt8-1,n
ndufv1,n
npas4,n
neat1,n
naaladl1,n
nrxn2,n
nudt22,n
naa40,n
nxf1,n
nmrk1,n
noc3l,n
nkx2-3,n
ndufb8,n
npm3,n
nolc1,n
nfkb2,n
nt5c2,n
neurl1a,n
nutf2-ps1,n
nrap,n
nhlrc2,n
nanos1,n
pcmtd1,p0
ppp1r42,p0
prex2,p0
prdm14,p0
pi15,p0
pkhd1,p0
paqr8,p0
phf3,p0
ptp4a1,p0
prim2,p0
ptpn18,p0
prss39,p0
prss40,p0
plekhb2,p0
pdcl3,p0
pantr1,p0
pou3f3,p0
pms1,p0
pgap1,p0
plcl1,p0
ppil3,p0
pard3b,p0
pard3bos1,p0
pard3bos2,p0
pard3bos3,p0
plekhm3,p0
pikfyve,p0
pth2r,p0
pecr,p0
pnkd,p0
plcd4,p0
prkag3,p0
ptprn,p0
pax3,p0
pid1,p0
psmd1,p0
ptma,p0
pde6d,p0
prss56,p0
per2,p0
pask,p0
ppp1r7,p0
pdcd1,p0
panct2,p0
ppip5k2,p0
pam,p0
pign,p0
phlpp1,p0
ptpn4,p0
pfkfb2,p0
pigr,p0
pm20d1,p0
pik3c2b,p0
ppp1r15b,p0
plekha6,p0
prelp,p0
ppfia4,p0
platr1,p0
ppp1r12b,p0
ptpn7,p0
phlda3,p0
pkp1,p0
platr23,p0
platr22,p0
ptprc,p0
pla2g4a,p0
ptgs2,p0
ptgs2os2,p0
pdc,p0
prg4,p0
pappa2,p0
prdx6,p0
pigc,p0
prrc2c,p0
prrx1,p0
pou2f1,p0
pogk,p0
pbx1,p0
pcp4l1,p0
ppox,p0
pfdn2,p0
pex19,p0
pea15a,p0
pigm,p0
pld5,p0
psen2,p0
parp1,p0
pycr2,p0
ptpn14,p0
prox1,p0
prox1os,p0
ppp2r5a,p0
plxna2,p0
prpf18,p0
phyh,p0
proser2,p0
prkcq,p0
pfkfb3,p0
pter,p0
plxdc2,p0
pip4k2a,p0
pdss1,p0
psd4,p0
pax8,p0
pnpla7,p0
paxx,p0
ptgds,p0
phpt1,p0
pmpca,p0
ppp1r26,p0
pkn3,p0
phyhd1,p0
ptpa,p0
prrx2,p0
ptges,p0
prdm12,p0
plpp7,p0
prrc2b,p0
pomt1,p0
ptges2,p0
pip5kl1,p0
ptrh1,p0
pbx3,p0
psmd5,p0
phf19,p0
ptgs1,p0
pdcl,p0
psmb7,p0
ppp6c,p0
prpf40a,p0
pkp4,p0
pla2r1,p0
psmd14,p0
ppig,p0
phospho2,p0
platr26,p0
pdk1,p0
pde11a,p0
prkra,p0
pjvk,p0
plekha3,p0
ppp1r1c,p0
pde1a,p0
prdx6b,p0
prg2,p0
prg3,p0
p2rx3,p0
ptprj,p0
psmc3,p0
pacsin3,p0
phf21a,p0
pex16,p0
prdm11,p0
prr5l,p0
pamr1,p0
pdhx,p0
pin1rt1,p0
prrg4,p0
pax6,p0
pak6,p0
plcb2,p0
phgr1,p0
ppp1r14d,p0
pla2g4b,p0
pla2g4e,p0
pla2g4d,p0
pla2g4f,p0
ppip5k1,p0
pdia3,p0
patl2,p0
prom2,p0
polr1b,p0
pdyn,p0
pced1a,p0
ptpra,p0
pank2,p0
prnp,p0
prn,p0
prnd,p0
pcna,p0
prokr2,p0
plcb1,p0
platr3,p0
plcb4,p0
pcsk2os1,p0
pcsk2,p0
polr3f,p0
pax1,p0
pygb,p0
psmf1,p0
pdrg1,p0
plagl2,p0
pofut1,p0
pxmp4,p0
pigu,p0
procr,p0
phf20,p0
platr27,p0
ppp1r16b,p0
plcg1,p0
ptprt,p0
pkig,p0
pabpc1l,p0
pigt,p0
pltp,p0
pcif1,p0
platr29,p0
prex1,p0
ptgis,p0
ptpn1,p0
pard6b,p0
pfdn4,p0
pck1,p0
pmepa1,p0
pmepa1os,p0
prelid3b,p0
phactr3,p0
ppp1r3d,p0
psma7,p0
ppdpf,p0
ptk6,p0
prpf6,p0
pcmtd2,p0
polr3k,p0
ppp1r3f,p0
prickle3,p0
plp2,p0
praf2,p0
pim2,p0
pqbp1,p0
pcsk1n,p0
porcn,p0
pgrmc1,p0
prr32,p0
phf6,p0
plac1,p0
prrg3,p0
pnma3,p0
pnck,p0
plxnb3,p0
pdzd4,p0
plxna3,p0
pls3,p0
prkx,p0
prrg1,p0
pola1,p0
pcyt1b,p0
pdk3,p0
pgr15l,p0
pja1,p0
p2ry4,p0
pdzd11,p0
pin4,p0
phka1,p0
pbdc1,p0
pgk1,p0
p2ry10,p0
p2ry10b,p0
pou3f4,p0
pof1b,p0
pabpc5,p0
pcdh11x,p0
pcdh19,p0
plp1,p0
pih1h3b,p0
prps1,p0
psmd10,p0
pak3,p0
pfkfb1,p0
phf8,p0
prdx4,p0
ptchd1,p0
phex,p0
pdha1,p0
phka2,p0
ppef1,p0
pir,p0
piga,p0
prps2,p0
pex2,p0
pkia,p0
pag1,p0
pmp2,p0
pde7a,p0
pld1,p0
phc3,p0
prkci,p0
pik3ca,p0
pex5l,p0
plk4,p0
pgrmc2,p0
platr4,p0
pcdh10,p0
pabpc4l,p0
pcdh18,p0
proser1,p0
postn,p0
pfn2,p0
p2ry14,p0
p2ry13,p0
p2ry12,p0
p2ry1,p0
plch1,p0
ptx3,p0
ppm1l,p0
pdcd10,p0
platr10,p0
ppid,p0
pdgfc,p0
plrg1,p0
prss48,p0
pear1,p0
prcc,p0
paqr6,p0
pmf1,p0
pklr,p0
pygo2,p0
pbxip1,p0
pmvk,p0
pglyrp4,p0
pogz,p0
psmb4,p0
pi4kb,p0
psmd4,p0
pip5k1a,p0
prune1,p0
prpf3,p0
plekho1,p0
polr3gl,p0
pex11b,p0
pias3,p0
polr3c,p0
pdzk1,p0
prkab2,p0
pde4dip,p0
phgdh,p0
ptgfrn,p0
ptpn22,p0
phtf1os,p0
phtf1,p0
ppm1j,p0
pifo,p0
prok1,p0
psma5,p0
psrc1,p0
prpf38b,p0
prmt6,p0
palmd,p0
plppr4,p0
plppr5,p0
ptbp2,p0
pde5a,p0
prss12,p0
pitx2,p0
pla2g12a,p0
papss1,p0
ppa2,p0
ppp3ca,p0
pdlim5,p0
pkn2,p0
prkacb,p0
ptgfr,p0
pigk,p0
ptger3,p0
plag1,p0
penk,p0
plekhf2,p0
pdp1,p0
prdm13,p0
pnisr,p0
pou3f2,p0
pm20d2,p0
pnrc1,p0
phf24,p0
pigo,p0
pax5,p0
polr1e,p0
plppr1,p0
ptpn3,p0
palm2,p0
pakap,p0
ptgr1,p0
ptbp3,p0
prpf4,p0
pole3,p0
pappa,p0
ptprd,p0
psip1,p0
plin2,p0
plaa,p0
patj,p0
pgm2,p0
pde4b,p0
prkaa2,p0
plpp3,p0
pcsk9,p0
pars2,p0
podn,p0
prpf38a,p0
pdzk1ip1,p0
pomgnt1,p0
pik3r3,p0
prdx1,p0
ptch2,p0
plk3,p0
ptprf,p0
p3h1,p0
ppih,p0
ppcs,p0
ppt1,p0
ppie,p0
pabpc4,p0
pou3f1,p0
psmb2,p0
phc2,p0
ptp4a2,p0
pef1,p0
pum1,p0
ptpru,p0
phactr4,p0
ptafr,p0
ppp1r8,p0
pigv,p0
pdik1l,p0
pafah2,p0
paqr7,p0
pnrc2,p0
pithd1,p0
pink1,p0
pla2g2c,p0
pla2g2f,p0
pla2g2d,p0
pla2g5,p0
pla2g2e,p0
pqlc2,p0
padi6,p0
padi4,p0
padi3,p0
padi1,p0
padi2,p0
plekhm2,p0
prdm2,p0
pdpn,p0
pramef8,p0
pramef12,p0
pramef12os,p0
plod1,p0
pex14,p0
pgd,p0
pik3cd,p0
park7,p0
per3,p0
phf13,p0
plekhg5,p0
prdm16,p0
pank4,p0
plch2,p0
pex10,p0
prkcz,p0
pusl1,p0
perm1,p0
plekhn1,p0
pex1,p0
pclo,p0
phtf2,p0
ptpn12,p0
pmpcb,p0
psmc2,p0
pus7,p0
prkag2,p0
prkag2os2,p0
paxip1,p0
preb,p0
ppm1g,p0
plb1,p0
ppp1cb,p0
pisd,p0
prr14l,p0
poln,p0
psapl1,p0
ppp2r2c,p0
prom1,p0
ppargc1a,p0
pi4k2b,p0
pcdh7,p0
pgm1,p0
pds5a,p0
phox2b,p0
pdgfra,p0
pdcl2,p0
ppat,p0
paics,p0
polr2b,p0
prol1,p0
ppbp,p0
pf4,p0
parm1,p0
ppef2,p0
paqr3,p0
prdm8,p0
prkg2,p0
plac8,p0
ptpn13,p0
pkd2,p0
pigg,p0
pde6b,p0
pcgf3,p0
plcxd1,p0
pgam5,p0
pxmp2,p0
pole,p0
p2rx2,p0
pus1,p0
pitpnb,p0
pop5,p0
pla2g1b,p0
pxn,p0
prkab1,p0
pebp1,p0
plbd2,p0
ptpn11,p0
ppp1cc,p0
pptc7,p0
p2rx7,p0
p2rx4,p0
psmd9,p0
pitpnm2,p0
pitpnm2os2,p0
pitpnm2os1,p0
psph,p0
phkg1,p0
pom121,p0
por,p0
polr2j,p0
prkrip1,p0
plod3,p0
pop7,p0
pcolce,p0
ppp1r35,p0
pilra,p0
pilrb1,p0
pilrb2,p0
pvrig,p0
pdgfa,p0
prkar1b,p0
psmg3,p0
papolb,p0
pms2,p0
pdap1,p0
ptcd1,p0
polr1d,p0
pdx1,p0
pan3,p0
pomp,p0
pds5b,p0
peg10,p0
ppp1r9a,p0
pon1,p0
pon3,p0
pon2,p0
pdk4,p0
phf14,p0
ppp1r3a,p0
ptprz1,p0
pot1a,p0
pax4,p0
prrt4,p0
podxl,p0
plxna4,p0
plxna4os3,p0
plxna4os2,p0
plxna4os1,p0
ptn,p0
parp12,p0
prss3,p0
prss1,p0
prss2,p0
pip,p0
pdia4,p0
prr15,p0
plekha8,p0
pde1c,p0
ppm1k,p0
pyurf,p0
prdm5,p0
ptcd3,p0
polr1a,p0
pole4,p0
pcgf1,p0
paip2b,p0
pradc1,p0
pcyox1,p0
pcbp1,p0
prokr1,p0
podxl2,p0
plxna1,p0
prickle2,p0
prok2,p0
ppp4r2,p0
pdzrn3,p0
prrt3,p0
pparg,p0
plxnd1,p0
pex26,p0
phc1,p0
pex5,p0
phb2,p0
ptpn6,p0
p3h3,p0
ptms,p0
pianp,p0
plekhg6,p0
platr31,p0
parp11,p0
pzp,p0
prb1,p0
prpmp5,p0
prh1,p0
prp2,p0
plbd1,p0
pde6h,p0
ptpro,p0
plcz1,p0
plekha5,p0
pde3a,p0
pyroxd1,p0
ppfibp1,p0
pthlh,p0
prkcg,p0
prpf31,p0
pirb,p0
pira2,p0
ppp1r12c,p0
ptprh,p0
ppp6r1,p0
peg3,p0
pla2g4c,p0
prkd2,p0
ptgir,p0
pnmal2,p0
pnmal1,p0
ppp5c,p0
psg16,p0
psg27,p0
psg22,p0
psg19,p0
psg17,p0
pglyrp1,p0
ppm1n,p0
ppp1r13l,p0
ppp1r37,p0
pvr,p0
plaur,p0
pinlyp,p0
phldb3,p0
pou2f2,p0
pafah1b3,p0
prr19,p0
prx,p0
pld3,p0
psmc4,p0
plekhg2,p0
paf1,p0
pak4,p0
psmd8,p0
ppp1r14a,p0
polr2i,p0
proser3,p0
psenen,p0
pdcd2l,p0
pepd,p0
pdcd5,p0
plekhf1,p0
pop4,p0
pold1,p0
pnkp,p0
ptov1,p0
prmt1,p0
prr12,p0
prrg2,p0
pih1d1,p0
pth2,p0
ppfia3,p0
ppp1r15a,p0
plekha4,p0
ptpn5,p0
prmt3,p0
peg12,p0
pcsk6,p0
pgpep1l,p0
polg,p0
plin1,p0
pex11a,p0
prc1,p0
pde8a,p0
prss23,p0
prss23os,p0
picalm,p0
pcf11,p0
prcp,p0
pak1,p0
pold3,p0
pgm2l1,p0
p4ha3,p0
ppme1,p0
plekhb1,p0
p2ry6,p0
p2ry2,p0
pde2a,p0
phox2a,p0
pgap2,p0
ppfibp2,p0
parva,p0
parvaos,p0
pth,p0
psma1,p0
pde3b,p0
plekha7,p0
pik3c2a,p0
pdzd9,p0
polr3e,p0
palb2,p0
plk1,p0
prkcb,p0
ppp4c,p0
pagr1b,p0
pagr1a,p0
prrt2,p0
prr14,p0
phkg2,p0
prss53,p0
prss8,p0
prss36,p0
pycard,p0
plekha1,p0
pstk,p0
ptpre,p0
ppp2r2d,p0
pwwp2b,p0
prap1,p0
paox,p0
psmd13,p0
pgghg,p0
pkp3,p0
ptdss2,p0
phrf1,p0
pidd1,p0
pnpla2,p0
polr2l,p0
prr33,p0
phlda2,p0
ppfia1,p0
ppp1r14c,p0
plekhg1,p0
pcmt1,p0
ppil4,p0
plagl1,p0
phactr2,p0
pex3,p0
perp,p0
pex7,p0
pde7b,p0
ptprk,p0
ppil6,p0
pdss2,p0
prdm1,p0
prep,p0
popdc3,p0
pln,p0
pkib,p0
p4ha1,p0
pla2g12b,p0
psap,p0
pldi,p0
pcbd1,p0
prf1,p0
pald1,p0
ppa1,p0
pbld2,p0
pbld1,p0
phyhipl,p0
pcdh15,p0
prmt2,p0
pcnt,p0
pcbp3,p0
pofut2,p0
pttg1ip,p0
pfkl,p0
pwp2,p1
pdxk,p1
plpp2,p1
polrmt,p1
prss57,p1
palm,p1
ptbp1,p1
plppr3,p1
prtn3,p1
polr2e,p1
pcsk4,p1
plk5,p1
plekhj1,p1
pias4,p1
pip5k1c,p1
platr7,p1
polr3b,p1
pwp1,p1
prdm4,p1
pah,p1
pmch,p1
parpbp,p1
plxnc1,p1
poc1b,p1
phxr2,p1
ppfia2,p1
ptprq,p1
ppp1r12a,p1
pawr,p1
phlda1,p1
ptprr,p1
ptprb,p1
ppm1h,p1
pip4k2c,p1
prim1,p1
ptges3,p1
pan2,p1
pa2g4,p1
pmel,p1
pym1,p1
pex11g,p1
pnpla6,p1
pet100,p1
pcp2,p1
prr36,p1
proz,p1
pcid2,p1
polb,p1
plat,p1
plekha2,p1
plpp5,p1
pomk,p1
proscos,p1
plpbp,p1
purg,p1
ppp2cb,p1
ppp1r3b,p1
prag1,p1
pdgfrl,p1
pcm1,p1
pdlim3,p1
primpol,p1
palld,p1
psd3,p1
pbx4,p1
pgpep1,p1
pde4c,p1
pik3r2,p1
plvap,p1
pgls,p1
prmt9,p1
pkn1,p1
ptger1,p1
prkaca,p1
palm3,p1
podnl1,p1
prdx2,p1
phkb,p1
papd5,p1
pllp,p1
polr2c,p1
prss54,p1
pdp2,p1
plekhg4,p1
pard6a,p1
pskh1,p1
psmb10,p1
pla2g15,p1
prmt7,p1
pdf,p1
psmd7,p1
pmfbp1,p1
pkd1l3,p1
phlpp2,p1
pdpr,p1
pkd1l2,p1
plcg2,p1
piezo1,p1
pabpn1l,p1
pgbd5,p1
pcnx2,p1
pard3,p1
pxk,p1
pdhb,p1
ptprg,p1
psmd6,p1
ppp3cb,p1
plau,p1
polr3a,p1
ppif,p1
ppifos,p1
plac9a,p1
plac9b,p1
pde12,p1
prkcd,p1
pbrm1,p1
phf7,p1
parg,p1
prrxl1,p1
ptpn20,p1
ptgdr,p1
ptger2,p1
psmc6,p1
peli2,p1
parp2,p1
pnp,p1
pnp2,p1
prmt5,p1
psmb5,p1
psmb11,p1
ppp1r3e,p1
pabpn1,p1
pck2,p1
psme1,p1
psme2,p1
parp4,p1
pspc1,p1
phf11a,p1
phf11b,p1
phf11d,p1
phf11c,p1
pinx1,p1
prss55,p1
prss51,p1
pnoc,p1
pbk,p1
ptk2b,p1
pnma2,p1
ppp2r2a,p1
pebp4,p1
pdlim2,p1
ppp3cc,p1
piwil2,p1
polr3d,p1
phyhip,p1
pcdh8,p1
pcdh17,p1
pcdh20,p1
pcdh9,p1
pibf1,p1
pou4f1,p1
pcca,p1
pdgfd,p1
pgr,p1
piwil4,p1
panx1,p1
pin1,p1
ppan,p1
pde4a,p1
plppr2,p1
prkcsh,p1
pigyl,p1
prdm10,p1
pus3,p1
pate2,p1
pate4,p1
