,table
pank2,p0
prnp,p0
prnd,p0
pcna,p0
prokr2,p0
plcb1,p0
plcb4,p0
polr3f,p0
pygb,p0
psmf1,p0
pdrg1,p0
plagl2,p0
pofut1,p0
pxmp4,p0
pigu,p0
procr,p0
phf20,p0
ppp1r16b,p0
plcg1,p0
ptprt,p0
pkig,p0
pabpc1l,p0
pigt,p0
pltp,p0
pcif1,p0
prex1,p0
ptgis,p0
ptpn1,p0
pard6b,p0
pfdn4,p0
pmepa1,p0
prelid3b,p0
phactr3,p0
ppp1r3d,p0
psma7,p0
ppdpf,p0
ptk6,p0
prpf6,p0
pcmtd2,p0
polr3k,p0
ppp1r3f,p0
prickle3,p0
plp2,p0
praf2,p0
pim2,p0
pqbp1,p0
porcn,p0
pgrmc1,p0
phf6,p0
prrg3,p0
pnck,p0
plxnb3,p0
pdzd4,p0
plxna3,p0
pls3,p0
prkx,p0
prrg1,p0
pola1,p0
pcyt1b,p0
pdk3,p0
pja1,p0
pdzd11,p0
pin4,p0
phka1,p0
pbdc1,p0
pgk1,p0
p2ry10,p0
p2ry10b,p0
pof1b,p0
pcdh11x,p0
pcdh19,p0
plp1,p0
prps1,p0
psmd10,p0
pak3,p0
pfkfb1,p0
phf8,p0
prdx4,p0
ptchd1,p0
pdha1,p0
phka2,p0
ppef1,p0
pir,p0
piga,p0
prps2,p0
pex2,p0
pkia,p0
pag1,p0
pde7a,p0
pld1,p0
phc3,p0
prkci,p0
pik3ca,p0
pex5l,p0
plk4,p0
pgrmc2,p0
pcdh10,p0
pabpc4l,p0
pcdh18,p0
proser1,p0
postn,p0
pfn2,p0
p2ry14,p0
p2ry13,p0
p2ry12,p0
p2ry1,p0
plch1,p0
ptx3,p0
ppm1l,p0
pdcd10,p0
ppid,p0
pdgfc,p0
plrg1,p0
pear1,p0
prcc,p0
paqr6,p0
pmf1,p0
pygo2,p0
pbxip1,p0
pmvk,p0
pogz,p0
psmb4,p0
pi4kb,p0
psmd4,p0
pip5k1a,p0
prune1,p0
prpf3,p0
plekho1,p0
polr3gl,p0
pex11b,p0
pias3,p0
polr3c,p0
pdzk1,p0
prkab2,p0
pde4dip,p0
phgdh,p0
ptgfrn,p0
ptpn22,p0
phtf1,p0
ppm1j,p0
pifo,p0
psma5,p0
psrc1,p0
prpf38b,p0
prmt6,p0
palmd,p0
plppr4,p0
plppr5,p0
ptbp2,p0
pde5a,p0
prss12,p0
pitx2,p0
pla2g12a,p0
papss1,p0
ppa2,p0
ppp3ca,p0
pdlim5,p0
pkn2,p0
prkacb,p0
ptgfr,p0
pigk,p0
ptger3,p0
plag1,p0
penk,p0
plekhf2,p0
pdp1,p0
pnisr,p0
pm20d2,p0
pnrc1,p0
phf24,p0
pigo,p0
pax5,p0
polr1e,p0
plppr1,p0
ptpn3,p0
ptgr1,p0
ptbp3,p0
prpf4,p0
pole3,p0
pappa,p0
ptprd,p0
psip1,p0
plin2,p0
plaa,p0
patj,p0
pgm2,p0
pde4b,p0
prkaa2,p0
plpp3,p0
pars2,p0
podn,p0
prpf38a,p0
pdzk1ip1,p0
pomgnt1,p0
pik3r3,p0
prdx1,p0
ptch2,p0
plk3,p0
ptprf,p0
p3h1,p0
ppih,p0
ppcs,p0
ppt1,p0
ppie,p0
pabpc4,p0
pou3f1,p0
psmb2,p0
phc2,p0
ptp4a2,p0
pef1,p0
pum1,p0
ptpru,p0
phactr4,p0
ptafr,p0
ppp1r8,p0
pigv,p0
pdik1l,p0
pafah2,p0
paqr7,p0
pnrc2,p0
pithd1,p0
pink1,p0
pla2g2d,p0
pla2g5,p0
padi4,p0
padi3,p0
padi1,p0
padi2,p0
plekhm2,p0
prdm2,p0
pdpn,p0
plod1,p0
pex14,p0
pgd,p0
pik3cd,p0
park7,p0
per3,p0
phf13,p0
plekhg5,p0
prdm16,p0
pank4,p0
plch2,p0
pex10,p0
prkcz,p0
pusl1,p0
perm1,p0
plekhn1,p0
pex1,p0
pclo,p0
phtf2,p0
ptpn12,p0
pmpcb,p0
psmc2,p0
pus7,p0
prkag2,p0
paxip1,p0
preb,p0
ppm1g,p0
plb1,p0
ppp1cb,p0
pisd,p0
prr14l,p0
poln,p0
ppp2r2c,p0
prom1,p0
ppargc1a,p0
pi4k2b,p0
pcdh7,p0
pgm1,p0
pds5a,p0
pdgfra,p0
ppat,p0
paics,p0
polr2b,p0
prol1,p0
ppbp,p0
pf4,p0
parm1,p0
ppef2,p0
paqr3,p0
prdm8,p0
prkg2,p0
plac8,p0
ptpn13,p0
pkd2,p0
pigg,p0
pcgf3,p0
plcxd1,p0
pgam5,p0
pxmp2,p0
pole,p0
p2rx2,p0
pus1,p0
pitpnb,p0
pop5,p0
pxn,p0
prkab1,p0
pebp1,p0
plbd2,p0
ptpn11,p0
ppp1cc,p0
pptc7,p0
p2rx7,p0
p2rx4,p0
psmd9,p0
pitpnm2,p0
psph,p0
phkg1,p0
pom121,p0
por,p0
polr2j,p0
prkrip1,p0
plod3,p0
pop7,p0
pcolce,p0
ppp1r35,p0
pilra,p0
pilrb1,p0
pilrb2,p0
pvrig,p0
pdgfa,p0
prkar1b,p0
psmg3,p0
papolb,p0
pms2,p0
pdap1,p0
ptcd1,p0
polr1d,p0
pan3,p0
pomp,p0
pds5b,p0
peg10,p0
ppp1r9a,p0
pon3,p0
pon2,p0
pdk4,p0
phf14,p0
ptprz1,p0
pot1a,p0
prrt4,p0
podxl,p0
plxna4,p0
ptn,p0
parp12,p0
prss2,p0
pip,p0
pdia4,p0
prr15,p0
plekha8,p0
pde1c,p0
ppm1k,p0
pyurf,p0
prdm5,p0
ptcd3,p0
polr1a,p0
pole4,p0
pcgf1,p0
paip2b,p0
pradc1,p0
pcyox1,p0
pcbp1,p0
prokr1,p0
podxl2,p0
plxna1,p0
prickle2,p0
prok2,p0
ppp4r2,p0
pdzrn3,p0
prrt3,p0
pparg,p0
plxnd1,p0
pex26,p0
phc1,p0
pex5,p0
phb2,p0
ptpn6,p0
p3h3,p0
ptms,p0
pianp,p0
parp11,p0
prb1,p0
prpmp5,p0
plbd1,p0
pde6h,p0
ptpro,p0
plekha5,p0
pde3a,p0
pyroxd1,p0
ppfibp1,p0
pthlh,p0
prkcg,p0
prpf31,p0
pirb,p0
pira2,p0
ppp1r12c,p0
ptprh,p0
ppp6r1,p0
peg3,p0
pla2g4c,p0
prkd2,p0
ptgir,p0
ppp5c,p0
psg22,p0
pglyrp1,p0
ppm1n,p0
ppp1r13l,p0
ppp1r37,p0
pvr,p0
plaur,p0
phldb3,p0
pou2f2,p0
pafah1b3,p0
prx,p0
pld3,p0
psmc4,p0
plekhg2,p0
paf1,p0
pak4,p0
psmd8,p0
ppp1r14a,p0
polr2i,p0
proser3,p0
psenen,p0
pdcd2l,p0
pepd,p0
pdcd5,p0
plekhf1,p0
pop4,p0
pold1,p0
pnkp,p0
ptov1,p0
prmt1,p0
prr12,p0
prrg2,p0
pih1d1,p0
ppfia3,p0
ppp1r15a,p0
plekha4,p0
ptpn5,p0
prmt3,p0
peg12,p0
pcsk6,p0
pgpep1l,p0
polg,p0
plin1,p0
pex11a,p0
prc1,p0
pde8a,p0
prss23,p0
picalm,p0
pcf11,p0
prcp,p0
pak1,p0
pold3,p0
pgm2l1,p0
p4ha3,p0
ppme1,p0
plekhb1,p0
p2ry6,p0
p2ry2,p0
pde2a,p0
pgap2,p0
ppfibp2,p0
parva,p0
psma1,p0
pde3b,p0
plekha7,p0
pik3c2a,p0
polr3e,p0
palb2,p0
plk1,p0
prkcb,p0
ppp4c,p0
pagr1a,p0
prrt2,p0
prr14,p0
phkg2,p0
prss8,p0
prss36,p0
pycard,p0
plekha1,p0
pstk,p0
ptpre,p0
ppp2r2d,p0
pwwp2b,p0
paox,p0
psmd13,p0
pgghg,p0
pkp3,p0
ptdss2,p0
phrf1,p0
pidd1,p0
pnpla2,p0
polr2l,p0
prr33,p0
phlda2,p0
ppfia1,p0
ppp1r14c,p0
plekhg1,p0
pcmt1,p0
ppil4,p0
plagl1,p0
phactr2,p0
pex3,p0
perp,p0
pex7,p0
pde7b,p0
ptprk,p0
ppil6,p0
pdss2,p0
prdm1,p0
prep,p0
popdc3,p0
pln,p0
pkib,p0
p4ha1,p0
psap,p0
pcbd1,p0
prf1,p0
pald1,p0
ppa1,p0
pbld2,p0
pbld1,p0
pcdh15,p0
prmt2,p0
pcnt,p0
pcbp3,p1
pofut2,p1
pttg1ip,p1
pfkl,p1
pwp2,p1
pdxk,p1
plpp2,p1
polrmt,p1
prss57,p1
palm,p1
ptbp1,p1
plppr3,p1
prtn3,p1
polr2e,p1
pcsk4,p1
plekhj1,p1
pias4,p1
pip5k1c,p1
polr3b,p1
pwp1,p1
prdm4,p1
parpbp,p1
plxnc1,p1
poc1b,p1
ppfia2,p1
ppp1r12a,p1
pawr,p1
phlda1,p1
ptprr,p1
ptprb,p1
ppm1h,p1
pip4k2c,p1
prim1,p1
ptges3,p1
pan2,p1
pa2g4,p1
pmel,p1
pym1,p1
pex11g,p1
pnpla6,p1
pet100,p1
prr36,p1
proz,p1
pcid2,p1
polb,p1
plat,p1
plekha2,p1
plpp5,p1
pomk,p1
plpbp,p1
purg,p1
ppp2cb,p1
ppp1r3b,p1
prag1,p1
pdgfrl,p1
pcm1,p1
pdlim3,p1
primpol,p1
palld,p1
psd3,p1
pbx4,p1
pgpep1,p1
pde4c,p1
pik3r2,p1
plvap,p1
pgls,p1
prmt9,p1
pkn1,p1
ptger1,p1
prkaca,p1
palm3,p1
podnl1,p1
prdx2,p1
phkb,p1
pllp,p1
polr2c,p1
pdp2,p1
plekhg4,p1
pard6a,p1
pskh1,p1
psmb10,p1
pla2g15,p1
prmt7,p1
pdf,p1
psmd7,p1
pkd1l3,p1
phlpp2,p1
pdpr,p1
pkd1l2,p1
plcg2,p1
piezo1,p1
pabpn1l,p1
pard3,p1
pxk,p1
pdhb,p1
psmd6,p1
ppp3cb,p1
plau,p1
polr3a,p1
ppif,p1
pde12,p1
prkcd,p1
pbrm1,p1
phf7,p1
parg,p1
ptger2,p1
psmc6,p1
peli2,p1
parp2,p1
pnp,p1
pnp2,p1
prmt5,p1
psmb5,p1
ppp1r3e,p1
pabpn1,p1
pck2,p1
psme1,p1
psme2,p1
parp4,p1
pspc1,p1
phf11a,p1
phf11b,p1
phf11d,p1
phf11c,p1
pinx1,p1
pbk,p1
ptk2b,p1
ppp2r2a,p1
pdlim2,p1
ppp3cc,p1
piwil2,p1
polr3d,p1
pcdh17,p1
pcdh20,p1
pcdh9,p1
pibf1,p1
pou4f1,p1
pcca,p1
pdgfd,p1
piwil4,p1
panx1,p1
pin1,p1
ppan,p1
pde4a,p1
plppr2,p1
prkcsh,p1
pigyl,p1
prdm10,p1
pus3,p1
pate2,p1
pknox2,p1
phldb1,p1
pcsk7,p1
pafah1b2,p1
plet1,p1
pts,p1
pih1d2,p1
ppp2r1b,p1
pou2af1,p1
psma4,p1
pstpip1,p1
peak1,p1
ptpn9,p1
ppcdc,p1
pml,p1
parp6,p1
pkm,p1
paqr5,p1
pias1,p1
parp16,p1
pdcd7,p1
plekho2,p1
pif1,p1
pclaf,p1
ppib,p1
polr2m,p1
prtg,p1
pygo1,p1
pigb,p1
phip,p1
pgm3,p1
plscr5,p1
plscr1,p1
plscr2,p1
plscr4,p1
plod2,p1
paqr9,p1
pcolce2,p1
pls1,p1
pxylp1,p1
pik3cb,p1
pccb,p1
ppp2r3a,p1
pik3r4,p1
ppm1m,p1
poc1a,p1
pcbp4,p1
parp3,p1
p4htm,p1
prkar2a,p1
pfkfb4,p1
plxnb1,p1
ptpn23,p1
pth1r,p1
pdcd6ip,p1
plcd1,p1
pomgnt2,p1
ppp2r3d,p1
patz1,p1
pik3ip1,p1
pla2g3,p1
pes1,p1
pgam2,p1
polm,p1
pold2,p1
ppia,p1
purb,p1
plek,p1
ppp3r1,p1
pno1,p1
peli1,p1
pex13,p1
pus10,p1
papolg,p1
pnpt1,p1
ppp4r3b,p1
prorsd1,p1
psme4,p1
pank3,p1
pttg1,p1
pwwp2a,p1
psme2b,p1
phykpl,p1
ppp2ca,p1
pdlim4,p1
p4ha2,p1
pld6,p1
pemt,p1
prpsap2,p1
pigl,p1
pmp22,p1
pik3r5,p1
pik3r6,p1
pfas,p1
per1,p1
polr2a,p1
plscr3,p1
phf23,p1
pelp1,p1
psmb6,p1
pld2,p1
pfn1,p1
pimreg,p1
pitpnm3,p1
p2rx1,p1
p2rx5,p1
pafah1b1,p1
prpf8,p1
pitpna,p1
pipox,p1
phf12,p1
proca1,p1
pigs,p1
poldip2,p1
psmd11,p1
pex12,p1
pigw,p1
ppm1d,p1
ptrh2,p1
prr11,p1
ppm1e,p1
pctp,p1
ppp1r9b,p1
pdk2,p1
phb,p1
phospho1,p1
prr15l,p1
pnpo,p1
pcgf2,p1
psmb3,p1
pip4k2b,p1
plxdc1,p1
ppp1r1b,p1
pgap3,p1
psmd3,p1
p3h4,p1
psmc3ip,p1
plekhh3,p1
psme3,p1
ptges3l,p1
ppy,p1
plcd3,p1
plekhm1,p1
psmc5,p1
prr29,p1
pecam1,p1
polg2,p1
pitpnc1,p1
psmd12,p1
prkca,p1
prkar1a,p1
prpsap1,p1
prcd,p1
pgs1,p1
pde6g,p1
p4hb,p1
pcyt2,p1
pycr1,p1
pitrm1,p1
pfkp,p1
psma2,p1
pgbd1,p1
prss16,p1
psmg4,p1
pxdc1,p1
prpf4b,p1
pak1ip1,p1
phactr1,p1
ptpdc1,p1
phf2,p1
prelid1,p1
prr7,p1
pdlim7,p1
pcbd2,p1
pitx1,p1
platr25,p1
ptch1,p1
ptdss1,p1
pdcd6,p1
pcsk1,p1
pou5f2,p1
polr3g,p1
pde8b,p1
poc5,p1
polk,p1
ptcd2,p1
pik3r1,p1
ppwd1,p1
pde4d,p1
plk2,p1
plpp1,p1
pelo,p1
parp8,p1
paip1,p1
pomc,p1
ptrhd1,p1
pfn4,p1
pum2,p1
pqlc3,p1
pdia6,p1
pxdn,p1
prkar2b,p1
pik3cg,p1
prps1l1,p1
pnpla8,p1
prkd1,p1
ppp2r3c,p1
psma6,p1
pax9,p1
prps1l3,p1
pnn,p1
prpf39,p1
pole2,p1
pygl,p1
psma3,p1
pcnx4,p1
ppm1a,p1
prkch,p1
ppp2r5e,p1
ppp1r36,p1
plekhg3,p1
plek2,p1
plekhh1,p1
pigh,p1
pcnx,p1
psen1,p1
papln,p1
pnma1,p1
ptgr2,p1
prox2,p1
pgf,p1
pomt2,p1
ptpn21,p1
psmc1,p1
ppp4r3a,p1
ppp4r4,p1
papola,p1
ppp2r5c,p1
ppp1r13b,p1
pld4,p1
pacs2,p1
prkaa1,p1
ptger4,p1
prlr,p1
pdzd2,p1
pop1,p1
polr2k,p1
pabpc1,p1
pkhd1l1,p1
phf20l1,p1
ptk2,p1
ptp4a3,p1
psca,p1
pycrl,p1
puf60,p1
plec,p1
parp10,p1
ppp1r16a,p1
pdxp,p1
polr2f,p1
pick1,p1
pla2g6,p1
pdgfb,p1
phf5a,p1
polr3h,p1
pmm1,p1
poldip3,p1
pacsin2,p1
parvb,p1
parvg,p1
prr5,p1
phf21b,p1
ppara,p1
pim3,p1
plxnb2,p1
ppp6r2,p1
pdzrn4,p1
pphln1,p1
prickle1,p1
pus7l,p1
pced1b,p1
pfkm,p1
prkag1,p1
prph,p1
prpf40b,p1
pou6f1,p1
pfdn5,p1
prr13,p1
pcbp2,p1
pde1b,p1
ppp1r1a,p1
pam16,p1
ppl,p1
pmm2,p1
prm2,p1
prm1,p1
parn,p1
pdxdc1,p1
prkdc,p1
pkp2,p1
ppm1f,p1
ppil2,p1
pi4ka,p1
p2rx6,p1
prodh,p1
parl,p1
psmd2,p1
polr2h,p1
p3h2,p1
ppp1r2,p1
pigz,p1
pak2,p1
pigx,p1
pcyt1a,p1
pdia5,p1
parp14,p1
parp9,p1
polq,p1
popdc2,p1
pla1a,p1
poglut1,p1
phldb2,p1
plcxd2,p1
pcnp,p1
pros1,p1
paxbp1,p1
pigp,p1
psmg1,p1
pcp4,p1
prdm15,p1
prr18,p1
pde10a,p1
pacrg,p1
pnldc1,p1
phf10,p1
psmb1,p1
pdcd2,p1
prdm9,p1
ppp2r1a,p1
pkmyt1,p1
paqr4,p1
prss30,p1
prss27,p1
pdpk1,p1
pgp,p1
pkd1,p1
ptx4,p1
prss34,p1
pigq,p1
phf1,p1
pacsin1,p1
ppard,p1
pnpla1,p1
ppil1,p1
pi16,p1
pim1,p1
pde9a,p1
pknox1,p1
pglyrp2,p1
pram1,p1
pfdn6,p1
psmb9,p1
psmb8,p1
pbx2,p1
ppt2,p1
prrt1,p1
prrc2a,p1
pou5f1,p1
ppp1r18,p1
ppp1r10,p1
prr3,p1
ppp1r11,p1
ptchd4,p1
pla2g7,p1
polh,p1
polr1c,p1
ptk7,p1
ppp2r5d,p1
pex6,p1
ptcra,p1
prickle4,p1
plcl2,p1
pp2d1,p1
pot1b,p1
plin4,p1
plin5,p1
plin3,p1
ptprs,p1
prr22,p1
pdzph1,p1
pja2,p1
ppp4r1,p1
ptprm,p1
prkd3,p1
pkdcc,p1
plekhh2,p1
ppm1b,p1
prepl,p1
prkce,p1
pigf,p1
ppp1r21,p1
psma8,p1
pik3c3,p1
polr2d,p1
pkd2l2,p1
paip2,p1
prob1,p1
psd2,p1
pura,p1
pfdn1,p1
pcdhb3,p1
pcdhb4,p1
pcdhb5,p1
pcdhb7,p1
pcdhb8,p1
pcdhb9,p1
pcdhb10,p1
pcdhb11,p1
pcdhb12,p1
pcdhb13,p1
pcdhb14,p1
pcdhb15,p1
pcdhb16,p1
pcdhb17,p1
pcdhb18,p1
pcdhb19,p1
pcdhb20,p1
pcdhb21,p1
pcdhb22,p1
pcdhga1,p1
pcdhga2,p1
pcdhga3,p1
pcdhgb1,p1
pcdhga4,p1
pcdhgb2,p1
pcdhga5,p1
pcdhga6,p1
pcdhga7,p1
pcdhgb4,p1
pcdhga8,p1
pcdhgb5,p1
pcdhga9,p1
pcdhgb6,p1
pcdhga10,p1
pcdhgb7,p1
pcdhga11,p1
pcdhga12,p1
pcdhgc3,p1
pcdhgc4,p1
pcdhgc5,p1
pcdh1,p1
pcdh12,p1
prelid2,p1
ppp2r2b,p1
pggt1b,p1
prr16,p1
ppic,p1
phax,p1
prrc1,p1
pdgfrb,p1
pde6a,p1
ppargc1b,p1
pcyox1l,p1
piezo2,p1
pmaip1,p1
prelid3a,p1
psmg2,p1
ptpn2,p1
poli,p1
pias2,p1
pstpip2,p1
pard6g,p1
ppp6r3,p1
pitpnm1,p1
ptprcap,p1
ppp1ca,p1
pold4,p1
pcx,p1
peli3,p1
pacs1,p1
pcnx3,p1
pola2,p1
ppp2r5b,p1
pygm,p1
prdx5,p1
plcb3,p1
ppp1r14b,p1
polr2g,p1
pga5,p1
prpf19,p1
ptgdr2,p1
patl1,p1
psat1,p1
prune2,p1
pcsk5,p1
ptar1,p1
pip5k1b,p1
pgm5,p1
pum3,p1
plpp6,p1
plgrkt,p1
pdcd1lg2,p1
prkg1,p1
papss2,p1
pten,p1
pank1,p1
pcgf5,p1
ppp1r3c,p1
plce1,p1
pdlim1,p1
pik3ap1,p1
pgam1,p1
pi4k2a,p1
pyroxd2,p1
poll,p1
pprc1,p1
psd,p1
pcgf6,p1
pdcd11,p1
pdcd4,p1
plekhs1,p1
pdzd8,p1
prdx3,p1
cops5,c0
cspp1,c0
crispld1,c0
col19a1,c0
ccdc115,c0
cnnm4,c0
cnnm3,c0
cox5b,c0
cnga3,c0
coa5,c0
chst10,c0
cnot11,c0
creg2,c0
col3a1,c0
col5a2,c0
cavin2,c0
ccdc150,c0
coq10b,c0
clk1,c0
cflar,c0
casp8,c0
cdk15,c0
carf,c0
cyp20a1,c0
cd28,c0
ctla4,c0
creb1,c0
ccnyl1,c0
cxcr2,c0
cxcr1,c0
catip,c0
ctdsp1,c0
cnot9,c0
cyp27a1,c0
cnppd1,c0
chpf,c0
cul3,c0
col4a4,c0
col4a3,c0
ccl20,c0
c130026i21rik,c0
cab39,c0
cops7b,c0
chrng,c0
cops8,c0
col6a3,c0
cops9,c0
capn10,c0
cdh20,c0
cdh19,c0
clasp1,c0
c1ql2,c0
ccdc93,c0
ccnt2,c0
cxcr4,c0
cd55b,c0
cd55,c0
ctse,c0
cdk18,c0
chit1,c0
chil1,c0
cyb5r1,c0
csrp1,c0
cacna1s,c0
camsap2,c0
cfh,c0
cdc73,c0
colgalt2,c0
cacna1e,c0
cep350,c0
cryzl2,c0
cop1,c0
cacybp,c0
cenpl,c0
ccdc181,c0
creg1,c0
cd247,c0
cfap126,c0
cd48,c0
cd84,c0
copa,c0
casq1,c0
cfap45,c0
cadm3,c0
chml,c0
cep170,c0
catspere2,c0
cox20,c0
cnst,c0
cdc42bpa,c0
coq8a,c0
cnih4,c0
capn2,c0
c130074g19rik,c0
cenpf,c0
cd34,c0
cd46,c0
cr1l,c0
cr2,c0
cdnf,c0
ccdc3,c0
camk1d,c0
cdc123,c0
celf2,c0
c1ql3,c0
cubn,c0
cacnb2,c0
commd3,c0
carlr,c0
cacna1b,c0
cysrt1,c0
clic3,c0
c8g,c0
camsap1,c0
card9,c0
cacfd1,c0
col5a1,c0
cfap77,c0
coq4,c0
cercam,c0
crat,c0
cstad,c0
ciz1,c0
cdk9,c0
cfap157,c0
cutal,c0
cntrl,c0
cacnb4,c0
cytip,c0
ccdc148,c0
cd302,c0
cobll1,c0
cers6,c0
ccdc173,c0
cybrd1,c0
cdca7,c0
cir1,c0
chn1,c0
ccdc141,c0
cwc22,c0
cerkl,c0
calcrl,c0
ctnnd1,c0
clp1,c0
c1qtnf4,c0
celf1,c0
ckap5,c0
chrm4,c0
creb3l1,c0
cry2,c0
chst1,c0
cd82,c0
commd9,c0
cd44,c0
cat,c0
caprin1,c0
cd59b,c0
cd59a,c0
cstf3,c0
ccdc73,c0
ccdc34,c0
chst14,c0
ccdc32,c0
chac1,c0
chp1,c0
capn3,c0
cdan1,c0
ccndbp1,c0
ckmt1,c0
catsper2,c0
ctdspl2,c0
cep152,c0
cops2,c0
ciao1,c0
chchd5,c0
ckap2l,c0
cpxm1,c0
cenpb,c0
cdc25b,c0
cds2,c0
crls1,c0
crnkl1,c0
cfap61,c0
cd93,c0
cst3,c0
cst10,c0
cst7,c0
csnk2a1,c0
cox4i2,c0
ccm2l,c0
commd7,c0
cdk5rap1,c0
cbfa2t2,c0
chmp4b,c0
cep250,c0
cpne1,c0
cnbd2,c0
ctnnbl1,c0
chd6,c0
ctsa,c0
cd40,c0
cdh22,c0
cse1l,c0
cebpb,c0
cstf1,c0
cass4,c0
ctsz,c0
cdh26,c0
cdh4,c0
cables2,c0
col9a3,c0
col20a1,c0
clcn5,c0
ccdc22,c0
cacna1f,c0
ccdc120,c0
cybb,c0
cask,c0
chst7,c0
cdk16,c0
cfp,c0
cul4b,c0
c1galt1c1,c0
ccdc160,c0
cd40lg,c0
cd99l2,c0
cnga2,c0
cetn2,c0
cmc4,c0
cxcr3,c0
cited1,c0
chic1,c0
cox7b,c0
cysltr1,c0
chm,c0
cldn34c1,c0
cstf2,c0
cenpi,c0
cldn2,c0
col4a6,c0
col4a5,c0
chrdl1,c0
capn6,c0
cnksr2,c0
cdkl5,c0
ctps2,c0
car5b,c0
chmp4c,c0
car13,c0
car1,c0
car3,c0
car2,c0
cyp7b1,c0
cp,c0
cpa3,c0
cldn11,c0
ccdc39,c0
ccna2,c0
cetn4,c0
cog6,c0
commd2,c0
ccnl1,c0
ctso,c0
cd1d1,c0
cd5l,c0
crabp2,c0
cct3,c0
clk2,c0
cks1b,c0
chrnb2,c0
creb3l4,c0
crtc2,c0
chtop,c0
crct1,c0
c2cd4d,c0
cgn,c0
cdc42se1,c0
cers2,c0
ctsk,c0
ctss,c0
ciart,c0
cd160,c0
chd1l,c0
cd101,c0
cd2,c0
casq2,c0
csde1,c0
capza1,c0
cttnbp2nl,c0
chil5,c0
chia1,c0
chil3,c0
cept1,c0
cd53,c0
csf1,c0
cyb561d1,c0
celsr2,c0
clcc1,c0
col11a1,c0
cdc14a,c0
cnn3,c0
camk2d,c0
cfi,c0
casp6,c0
col25a1,c0
cyp2u1,c0
cxxc4,c0
cenpe,c0
cisd2,c0
clca3a1,c0
clca3a2,c0
clca2,c0
ctbs,c0
cryz,c0
cth,c0
chchd7,c0
car8,c0
chd7,c0
clvs1,c0
ccne2,c0
cdh17,c0
cpne3,c0
ccnc,c0
coq3,c0
casp8ap2,c0
cnr1,c0
chmp5,c0
cntfr,c0
ccl27a,c0
ccl19,c0
ccl21a,c0
cd72,c0
ccdc107,c0
car9,c0
creb3,c0
ccin,c0
clta,c0
ccdc180,c0
coro2a,c0
col15a1,c0
cavin4,c0
ctnnal1,c0
cdc26,c0
col27a1,c0
cdk5rap2,c0
ccdc171,c0
cntln,c0
cdkn2a,c0
cdkn2b,c0
caap1,c0
cyp2j6,c0
cyp2j9,c0
cachd1,c0
cyb5rl,c0
cpt2,c0
coa7,c0
cc2d1b,c0
cdkn2c,c0
cmpk1,c0
cyp4b1,c0
ccdc17,c0
ccdc163,c0
ccdc24,c0
cdc20,c0
ccdc30,c0
ctps,c0
cited4,c0
col9a2,c0
cap1,c0
cdca8,c0
csf3r,c0
clspn,c0
c77080,c0
ccdc28b,c0
col16a1,c0
cd164l2,c0
crybg2,c0
cd52,c0
cep85,c0
cnksr1,c0
clic4,c0
cnr2,c0
c1qb,c0
c1qc,c0
c1qa,c0
cdc42,c0
cda,c0
camk2n1,c0
capzb,c0
crocc,c0
clcnkb,c0
casp9,c0
ctrc,c0
clcn6,c0
casz1,c0
cenps,c0
ctnnbip1,c0
clstn1,c0
car6,c0
camta1,c0
chd5,c0
cep104,c0
cfap74,c0
cdk11b,c0
ccnl2,c0
cptp,c0
c1qtnf12,c0
cdk6,c0
cyp51,c0
cdk14,c0
cldn12,c0
cfap69,c0
crot,c0
cacna2d1,c0
cd36,c0
ccdc146,c0
cdk5,c0
chpf2,c0
crygn,c0
cnpy1,c0
cenpa,c0
cgref1,c0
cad,c0
ctbp1,c0
cpz,c0
ccdc96,c0
crmp1,c0
cytl1,c0
clnk,c0
cpeb2,c0
c1qtnf7,c0
cc2d2a,c0
cd38,c0
ccdc149,c0
commd8,c0
corin,c0
cnga1,c0
cwh43,c0
chic2,c0
clock,c0
cep135,c0
cenpc1,c0
csn2,c0
cox18,c0
cxcl5,c0
cxcl3,c0
cxcl1,c0
cxcl2,c0
cdkl2,c0
cxcl9,c0
cxcl10,c0
ccdc158,c0
ccni,c0
ccng2,c0
cxcl13,c0
cnot6l,c0
cops4,c0
coq2,c0
cds1,c0
cdc7,c0
ccdc18,c0
crlf2,c0
chfr,c0
chek2,c0
cryba4,c0
crybb1,c0
crybb2,c0
crybb3,c0
cmklr1,c0
coro1c,c0
cabp1,c0
coq5,c0
cox6a1,c0
cit,c0
cfap73,c0
cux2,c0
ccdc63,c0
camkk2,c0
clip1,c0
ccdc62,c0
cdk2ap1,c0
ccdc92,c0
chchd2,c0
crcp,c0
clip2,c0
cldn13,c0
cldn4,c0
cldn3,c0
ccl24,c0
cux1,c0
col26a1,c0
cldn15,c0
cops6,c0
cnpy4,c0
cox19,c0
c130050o18rik,c0
chst12,c0
card11,c0
cyth3,c0
ccz1,c0
cpsf4,c0
cdk8,c0
cdx2,c0
col1a2,c0
casd1,c0
c1galt1,c0
col28a1,c0
cav2,c0
cav1,c0
capza2,c0
cftr,c0
cttnbp2,c0
cped1,c0
cadps2,c0
calu,c0
ccdc136,c0
cpa2,c0
cep41,c0
copg2,c0
chchd3,c0
cald1,c0
cnot4,c0
chrm2,c0
creb3l2,c0
clec2l,c0
clec5a,c0
casp2,c0
clcn1,c0
cntnap2,c0
